0/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : 0, q_loss : 0, SCL Loss : 0×0, ICL Loss : 0×0, UCL Loss : 0×0
138/20000, episode_reward : 10, episode_length : 10, CTR : 0.3, a_loss : -1.4325326681137085, q_loss : 0.022445671260356903, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
139/20000, episode_reward : 42, episode_length : 40, CTR : 0.25, a_loss : -0.792911946773529, q_loss : 0.08727074414491653, SCL Loss : 0×0, ICL Loss : 40×1.0, UCL Loss : 0×0
140/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -0.8660447001457214, q_loss : 0.044447436928749084, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
141/20000, episode_reward : 5, episode_length : 2, CTR : 0.5, a_loss : -0.9613142609596252, q_loss : 0.053580280393362045, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
142/20000, episode_reward : 0, episode_length : 4, CTR : 0.0, a_loss : -0.8392064571380615, q_loss : 0.14797422289848328, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
143/20000, episode_reward : 6, episode_length : 9, CTR : 0.3333333333333333, a_loss : -1.128835916519165, q_loss : 0.13531839847564697, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
144/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -1.1902129650115967, q_loss : 0.12571075558662415, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
145/20000, episode_reward : 17, episode_length : 9, CTR : 0.6666666666666666, a_loss : -1.5491279363632202, q_loss : 0.05031999200582504, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
146/20000, episode_reward : 2, episode_length : 3, CTR : 0.3333333333333333, a_loss : -1.3276619911193848, q_loss : 0.09889842569828033, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
147/20000, episode_reward : 11, episode_length : 3, CTR : 0.6666666666666666, a_loss : -1.357016921043396, q_loss : 0.15019650757312775, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
148/20000, episode_reward : 4, episode_length : 6, CTR : 0.3333333333333333, a_loss : -1.3736138343811035, q_loss : 0.14428362250328064, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
149/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -1.4209280014038086, q_loss : 0.0384204164147377, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
150/20000, episode_reward : 8, episode_length : 8, CTR : 0.5, a_loss : -1.4495080709457397, q_loss : 0.1308700144290924, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
151/20000, episode_reward : 1, episode_length : 8, CTR : 0.125, a_loss : -1.269392728805542, q_loss : 0.14402619004249573, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
152/20000, episode_reward : 5, episode_length : 3, CTR : 0.3333333333333333, a_loss : -0.9951695203781128, q_loss : 0.12343704700469971, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
153/20000, episode_reward : 9, episode_length : 5, CTR : 0.6, a_loss : -1.30763840675354, q_loss : 0.06362387537956238, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
154/20000, episode_reward : 9, episode_length : 3, CTR : 0.3333333333333333, a_loss : -1.133575201034546, q_loss : 0.10116524994373322, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
155/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -0.8667843341827393, q_loss : 0.07166948914527893, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
156/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -0.9395553469657898, q_loss : 0.1556125283241272, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
157/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -0.9145760536193848, q_loss : 0.061408888548612595, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
158/20000, episode_reward : 13, episode_length : 14, CTR : 0.2857142857142857, a_loss : -2.103121042251587, q_loss : 0.04227384924888611, SCL Loss : 0×0, ICL Loss : 14×1.0, UCL Loss : 0×0
159/20000, episode_reward : 5, episode_length : 9, CTR : 0.3333333333333333, a_loss : -2.133263111114502, q_loss : 0.21816550195217133, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
160/20000, episode_reward : 10, episode_length : 3, CTR : 0.3333333333333333, a_loss : -1.982407808303833, q_loss : 0.1628987193107605, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
161/20000, episode_reward : 6, episode_length : 4, CTR : 0.5, a_loss : -1.963189959526062, q_loss : 0.12650009989738464, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
162/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -2.1913652420043945, q_loss : 0.15025241672992706, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
163/20000, episode_reward : 11, episode_length : 5, CTR : 0.4, a_loss : -2.4874186515808105, q_loss : 0.052454959601163864, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
164/20000, episode_reward : 8, episode_length : 3, CTR : 1.0, a_loss : -1.959537148475647, q_loss : 0.03605160117149353, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
165/20000, episode_reward : 4, episode_length : 2, CTR : 0.5, a_loss : -2.159115791320801, q_loss : 0.07416722178459167, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
166/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -2.189053535461426, q_loss : 0.1592520773410797, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
167/20000, episode_reward : 2, episode_length : 5, CTR : 0.2, a_loss : -2.277980327606201, q_loss : 0.21074606478214264, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
168/20000, episode_reward : 0, episode_length : 6, CTR : 0.0, a_loss : -1.9769500494003296, q_loss : 0.15135906636714935, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
169/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -1.9601149559020996, q_loss : 0.12736405432224274, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
170/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -2.129457473754883, q_loss : 0.1052948534488678, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
171/20000, episode_reward : 22, episode_length : 13, CTR : 0.23076923076923078, a_loss : -2.2349023818969727, q_loss : 0.18726080656051636, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
172/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -2.4073619842529297, q_loss : 0.14773023128509521, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
173/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -2.4884438514709473, q_loss : 0.13937263190746307, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
174/20000, episode_reward : 11, episode_length : 4, CTR : 0.5, a_loss : -2.4193873405456543, q_loss : 0.15174442529678345, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
175/20000, episode_reward : 22, episode_length : 22, CTR : 0.5, a_loss : -1.9221138954162598, q_loss : 0.15475648641586304, SCL Loss : 0×0, ICL Loss : 22×1.0, UCL Loss : 0×0
176/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -2.0315918922424316, q_loss : 0.06690649688243866, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
177/20000, episode_reward : 1, episode_length : 3, CTR : 0.3333333333333333, a_loss : -1.6292017698287964, q_loss : 0.10702326893806458, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
178/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -1.9609004259109497, q_loss : 0.09995058178901672, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
179/20000, episode_reward : 13, episode_length : 4, CTR : 0.75, a_loss : -0.9051992893218994, q_loss : 0.2027243673801422, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
180/20000, episode_reward : 8, episode_length : 3, CTR : 1.0, a_loss : -2.092064142227173, q_loss : 0.2878923714160919, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
181/20000, episode_reward : 9, episode_length : 12, CTR : 0.4166666666666667, a_loss : -2.106539011001587, q_loss : 0.09847377985715866, SCL Loss : 0×0, ICL Loss : 12×1.0, UCL Loss : 0×0
182/20000, episode_reward : 22, episode_length : 21, CTR : 0.42857142857142855, a_loss : -2.171494483947754, q_loss : 0.10884007811546326, SCL Loss : 0×0, ICL Loss : 21×1.0, UCL Loss : 0×0
183/20000, episode_reward : 1, episode_length : 6, CTR : 0.16666666666666666, a_loss : -1.6176680326461792, q_loss : 0.0775647908449173, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
184/20000, episode_reward : 2, episode_length : 7, CTR : 0.2857142857142857, a_loss : -1.8989996910095215, q_loss : 0.19104152917861938, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
185/20000, episode_reward : 5, episode_length : 5, CTR : 0.4, a_loss : -2.231799602508545, q_loss : 0.042465321719646454, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
186/20000, episode_reward : 4, episode_length : 3, CTR : 0.3333333333333333, a_loss : -2.78497314453125, q_loss : 0.045657798647880554, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
187/20000, episode_reward : 2, episode_length : 5, CTR : 0.4, a_loss : -2.4112112522125244, q_loss : 0.09856326878070831, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
188/20000, episode_reward : 2, episode_length : 4, CTR : 0.25, a_loss : -2.048499345779419, q_loss : 0.05780220776796341, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
189/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -1.8738197088241577, q_loss : 0.13086484372615814, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
190/20000, episode_reward : 2, episode_length : 4, CTR : 0.25, a_loss : -1.9443652629852295, q_loss : 0.15802012383937836, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
191/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -2.6255433559417725, q_loss : 0.173201784491539, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
192/20000, episode_reward : 2, episode_length : 3, CTR : 0.3333333333333333, a_loss : -1.8538541793823242, q_loss : 0.05891074985265732, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
193/20000, episode_reward : 17, episode_length : 15, CTR : 0.4, a_loss : -2.2617924213409424, q_loss : 0.06299632787704468, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
194/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -2.2880523204803467, q_loss : 0.1673179417848587, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
195/20000, episode_reward : 7, episode_length : 6, CTR : 0.5, a_loss : -2.312026262283325, q_loss : 0.09422372281551361, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
196/20000, episode_reward : 17, episode_length : 27, CTR : 0.2962962962962963, a_loss : -2.806401252746582, q_loss : 0.07250717282295227, SCL Loss : 0×0, ICL Loss : 27×1.0, UCL Loss : 0×0
197/20000, episode_reward : 3, episode_length : 4, CTR : 0.5, a_loss : -3.136045455932617, q_loss : 0.18336281180381775, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
198/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -2.8354907035827637, q_loss : 0.05177619308233261, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
199/20000, episode_reward : 2, episode_length : 3, CTR : 0.3333333333333333, a_loss : -2.4890244007110596, q_loss : 0.0505172461271286, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
200/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -2.334510087966919, q_loss : 0.045011308044195175, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
201/20000, episode_reward : 51, episode_length : 36, CTR : 0.3888888888888889, a_loss : -1.8137462139129639, q_loss : 0.14583352208137512, SCL Loss : 0×0, ICL Loss : 36×1.0, UCL Loss : 0×0
202/20000, episode_reward : 3, episode_length : 9, CTR : 0.2222222222222222, a_loss : -2.5373826026916504, q_loss : 0.07374633848667145, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
203/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -2.4799890518188477, q_loss : 0.054633818566799164, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
204/20000, episode_reward : 11, episode_length : 17, CTR : 0.29411764705882354, a_loss : -2.5373120307922363, q_loss : 0.1726999133825302, SCL Loss : 0×0, ICL Loss : 17×1.0, UCL Loss : 0×0
205/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -2.703831195831299, q_loss : 0.08364614844322205, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
206/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -2.606447219848633, q_loss : 0.06544361263513565, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
207/20000, episode_reward : 18, episode_length : 8, CTR : 0.5, a_loss : -2.4128546714782715, q_loss : 0.06219156086444855, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
208/20000, episode_reward : 10, episode_length : 8, CTR : 0.5, a_loss : -2.779109239578247, q_loss : 0.06017515808343887, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
209/20000, episode_reward : 5, episode_length : 3, CTR : 0.3333333333333333, a_loss : -2.5942063331604004, q_loss : 0.14923226833343506, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
210/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -2.633141040802002, q_loss : 0.07366029173135757, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
211/20000, episode_reward : 7, episode_length : 2, CTR : 1.0, a_loss : -2.5877256393432617, q_loss : 0.15725556015968323, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
212/20000, episode_reward : 13, episode_length : 8, CTR : 0.625, a_loss : -3.1395082473754883, q_loss : 0.11873403936624527, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
213/20000, episode_reward : 38, episode_length : 22, CTR : 0.6363636363636364, a_loss : -2.334771156311035, q_loss : 0.13557197153568268, SCL Loss : 0×0, ICL Loss : 22×1.0, UCL Loss : 0×0
214/20000, episode_reward : 12, episode_length : 17, CTR : 0.4117647058823529, a_loss : -2.5159287452697754, q_loss : 0.11466923356056213, SCL Loss : 0×0, ICL Loss : 17×1.0, UCL Loss : 0×0
215/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -2.512787342071533, q_loss : 0.06856152415275574, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
216/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -2.9077701568603516, q_loss : 0.09707359224557877, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
217/20000, episode_reward : 3, episode_length : 4, CTR : 0.5, a_loss : -2.813420057296753, q_loss : 0.056153543293476105, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
218/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -2.7899973392486572, q_loss : 0.07426644116640091, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
219/20000, episode_reward : 12, episode_length : 14, CTR : 0.21428571428571427, a_loss : -3.020399808883667, q_loss : 0.08132816851139069, SCL Loss : 0×0, ICL Loss : 14×1.0, UCL Loss : 0×0
220/20000, episode_reward : 3, episode_length : 2, CTR : 0.5, a_loss : -3.083139419555664, q_loss : 0.06984332203865051, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
221/20000, episode_reward : 5, episode_length : 7, CTR : 0.2857142857142857, a_loss : -3.226567268371582, q_loss : 0.03810571879148483, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
222/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -3.257359504699707, q_loss : 0.09584163129329681, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
223/20000, episode_reward : 82, episode_length : 92, CTR : 0.29347826086956524, a_loss : -3.2095961570739746, q_loss : 0.053313810378313065, SCL Loss : 0×0, ICL Loss : 92×1.0, UCL Loss : 0×0
224/20000, episode_reward : 6, episode_length : 6, CTR : 0.3333333333333333, a_loss : -2.9531893730163574, q_loss : 0.11877597868442535, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
225/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -3.3492937088012695, q_loss : 0.08492010831832886, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
226/20000, episode_reward : 11, episode_length : 3, CTR : 0.6666666666666666, a_loss : -3.804080009460449, q_loss : 0.1550036519765854, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
227/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -3.779085159301758, q_loss : 0.12501271069049835, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
228/20000, episode_reward : 26, episode_length : 21, CTR : 0.3333333333333333, a_loss : -3.833740472793579, q_loss : 0.08058291673660278, SCL Loss : 0×0, ICL Loss : 21×1.0, UCL Loss : 0×0
229/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -4.582432746887207, q_loss : 0.10997471958398819, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
230/20000, episode_reward : 5, episode_length : 2, CTR : 0.5, a_loss : -4.347688674926758, q_loss : 0.08641552925109863, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
231/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -4.549866676330566, q_loss : 0.05821969360113144, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
232/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -4.410662651062012, q_loss : 0.16927213966846466, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
233/20000, episode_reward : 2, episode_length : 5, CTR : 0.2, a_loss : -4.370892524719238, q_loss : 0.1499883085489273, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
234/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -4.358797073364258, q_loss : 0.1762310117483139, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
235/20000, episode_reward : 8, episode_length : 10, CTR : 0.3, a_loss : -2.5735785961151123, q_loss : 0.0708988755941391, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
236/20000, episode_reward : 25, episode_length : 9, CTR : 0.7777777777777778, a_loss : -3.3620941638946533, q_loss : 0.06969493627548218, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
237/20000, episode_reward : 3, episode_length : 23, CTR : 0.08695652173913043, a_loss : -4.2796525955200195, q_loss : 0.06365649402141571, SCL Loss : 0×0, ICL Loss : 23×1.0, UCL Loss : 0×0
238/20000, episode_reward : 8, episode_length : 11, CTR : 0.45454545454545453, a_loss : -3.8745055198669434, q_loss : 0.118215411901474, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
239/20000, episode_reward : 25, episode_length : 32, CTR : 0.25, a_loss : -3.3724682331085205, q_loss : 0.11576437205076218, SCL Loss : 0×0, ICL Loss : 32×1.0, UCL Loss : 0×0
240/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -3.3680953979492188, q_loss : 0.14550542831420898, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
241/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -2.9435157775878906, q_loss : 0.034937769174575806, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
242/20000, episode_reward : 4, episode_length : 2, CTR : 0.5, a_loss : -2.851755142211914, q_loss : 0.11801160871982574, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
243/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -3.2358951568603516, q_loss : 0.07861455529928207, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
244/20000, episode_reward : 9, episode_length : 4, CTR : 0.75, a_loss : -3.1344311237335205, q_loss : 0.049755461513996124, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
245/20000, episode_reward : 8, episode_length : 6, CTR : 0.5, a_loss : -4.14686918258667, q_loss : 0.08164649456739426, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
246/20000, episode_reward : 4, episode_length : 6, CTR : 0.5, a_loss : -4.207456588745117, q_loss : 0.07488366216421127, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
247/20000, episode_reward : 2, episode_length : 4, CTR : 0.25, a_loss : -3.9247536659240723, q_loss : 0.05925629287958145, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
248/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -3.7364206314086914, q_loss : 0.08169007301330566, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
249/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -3.5144762992858887, q_loss : 0.08922577649354935, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
250/20000, episode_reward : 36, episode_length : 22, CTR : 0.5, a_loss : -3.9471755027770996, q_loss : 0.0866197943687439, SCL Loss : 0×0, ICL Loss : 22×1.0, UCL Loss : 0×0
251/20000, episode_reward : 2, episode_length : 3, CTR : 0.3333333333333333, a_loss : -4.7098870277404785, q_loss : 0.052902087569236755, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
252/20000, episode_reward : 22, episode_length : 13, CTR : 0.6153846153846154, a_loss : -3.792766571044922, q_loss : 0.2163863629102707, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
253/20000, episode_reward : 4, episode_length : 3, CTR : 0.6666666666666666, a_loss : -3.9331533908843994, q_loss : 0.033331237733364105, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
254/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -4.626290798187256, q_loss : 0.06905101984739304, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
