0/20000, episode_reward : 1, episode_length : 10, CTR : 0.1, a_loss : 0, q_loss : 0
222/20000, episode_reward : 9, episode_length : 4, CTR : 0.75, a_loss : -2.3682470321655273, q_loss : 0.06909526884555817
223/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -2.6484928131103516, q_loss : 0.0767160952091217
224/20000, episode_reward : 19, episode_length : 5, CTR : 1.0, a_loss : -2.366726875305176, q_loss : 0.06725604087114334
225/20000, episode_reward : 12, episode_length : 9, CTR : 0.6666666666666666, a_loss : -2.323472738265991, q_loss : 0.12239134311676025
226/20000, episode_reward : 10, episode_length : 12, CTR : 0.5, a_loss : -2.4468631744384766, q_loss : 0.10508768260478973
227/20000, episode_reward : 12, episode_length : 4, CTR : 0.75, a_loss : -2.5577707290649414, q_loss : 0.13444124162197113
228/20000, episode_reward : 8, episode_length : 4, CTR : 1.0, a_loss : -2.6286516189575195, q_loss : 0.10898101329803467
229/20000, episode_reward : 8, episode_length : 7, CTR : 0.5714285714285714, a_loss : -2.626622200012207, q_loss : 0.10453122109174728
230/20000, episode_reward : 4, episode_length : 9, CTR : 0.2222222222222222, a_loss : -2.171377658843994, q_loss : 0.06848868727684021
231/20000, episode_reward : 4, episode_length : 7, CTR : 0.2857142857142857, a_loss : -2.5267791748046875, q_loss : 0.08898419141769409
232/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -2.555060386657715, q_loss : 0.07648830115795135
233/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -2.4816901683807373, q_loss : 0.07940110564231873
234/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -2.4255504608154297, q_loss : 0.07683932781219482
235/20000, episode_reward : 7, episode_length : 6, CTR : 0.3333333333333333, a_loss : -2.336057186126709, q_loss : 0.0993129163980484
236/20000, episode_reward : 12, episode_length : 9, CTR : 0.4444444444444444, a_loss : -2.1851019859313965, q_loss : 0.04962673410773277
237/20000, episode_reward : 27, episode_length : 18, CTR : 0.6111111111111112, a_loss : -1.874898076057434, q_loss : 0.03241535276174545
238/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -2.3421335220336914, q_loss : 0.11022190004587173
239/20000, episode_reward : 7, episode_length : 3, CTR : 1.0, a_loss : -2.6310575008392334, q_loss : 0.05604773759841919
240/20000, episode_reward : 4, episode_length : 1, CTR : 1.0, a_loss : -2.5977067947387695, q_loss : 0.06849958002567291
241/20000, episode_reward : 22, episode_length : 8, CTR : 0.625, a_loss : -2.2714476585388184, q_loss : 0.051497675478458405
242/20000, episode_reward : 16, episode_length : 5, CTR : 0.8, a_loss : -2.0583155155181885, q_loss : 0.04805521294474602
243/20000, episode_reward : 6, episode_length : 2, CTR : 0.5, a_loss : -1.7287373542785645, q_loss : 0.15082664787769318
244/20000, episode_reward : 2, episode_length : 3, CTR : 0.6666666666666666, a_loss : -2.315779685974121, q_loss : 0.10251891613006592
245/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -2.637910842895508, q_loss : 0.10205835103988647
246/20000, episode_reward : 12, episode_length : 3, CTR : 1.0, a_loss : -2.8334736824035645, q_loss : 0.14110583066940308
247/20000, episode_reward : 8, episode_length : 3, CTR : 0.3333333333333333, a_loss : -2.5783181190490723, q_loss : 0.12777011096477509
248/20000, episode_reward : 29, episode_length : 30, CTR : 0.36666666666666664, a_loss : -3.0206665992736816, q_loss : 0.09158637374639511
249/20000, episode_reward : 12, episode_length : 10, CTR : 0.4, a_loss : -2.514354705810547, q_loss : 0.09454400837421417
250/20000, episode_reward : 8, episode_length : 8, CTR : 0.5, a_loss : -2.0946555137634277, q_loss : 0.07343646883964539
251/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -2.578087329864502, q_loss : 0.09802539646625519
252/20000, episode_reward : 86, episode_length : 57, CTR : 0.42105263157894735, a_loss : -2.7558889389038086, q_loss : 0.08534000813961029
253/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -2.8343007564544678, q_loss : 0.09149238467216492
254/20000, episode_reward : 5, episode_length : 2, CTR : 1.0, a_loss : -2.3481736183166504, q_loss : 0.09491945803165436
255/20000, episode_reward : 3, episode_length : 2, CTR : 1.0, a_loss : -2.466973304748535, q_loss : 0.07396465539932251
256/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -3.011903762817383, q_loss : 0.0679706484079361
257/20000, episode_reward : 6, episode_length : 4, CTR : 0.5, a_loss : -2.5123820304870605, q_loss : 0.07304207980632782
258/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -2.181210994720459, q_loss : 0.05902703478932381
259/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -2.1511826515197754, q_loss : 0.08642164617776871
260/20000, episode_reward : 12, episode_length : 16, CTR : 0.25, a_loss : -2.4399285316467285, q_loss : 0.07658001780509949
261/20000, episode_reward : 6, episode_length : 6, CTR : 0.5, a_loss : -2.9266185760498047, q_loss : 0.08172934502363205
262/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -3.018299102783203, q_loss : 0.08081448078155518
263/20000, episode_reward : 16, episode_length : 16, CTR : 0.4375, a_loss : -2.7866954803466797, q_loss : 0.08331616222858429
264/20000, episode_reward : 5, episode_length : 6, CTR : 0.16666666666666666, a_loss : -1.6638271808624268, q_loss : 0.08019773662090302
265/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -1.9186831712722778, q_loss : 0.13931068778038025
266/20000, episode_reward : 17, episode_length : 6, CTR : 0.8333333333333334, a_loss : -2.6065640449523926, q_loss : 0.05235104635357857
267/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -2.837709903717041, q_loss : 0.11749279499053955
268/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -3.4769022464752197, q_loss : 0.0930311381816864
269/20000, episode_reward : 1, episode_length : 3, CTR : 0.3333333333333333, a_loss : -3.300828456878662, q_loss : 0.08050708472728729
270/20000, episode_reward : 15, episode_length : 16, CTR : 0.3125, a_loss : -2.782130718231201, q_loss : 0.12310358881950378
271/20000, episode_reward : 16, episode_length : 9, CTR : 0.6666666666666666, a_loss : -2.0778164863586426, q_loss : 0.04405951499938965
272/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -2.180492639541626, q_loss : 0.11231470108032227
273/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -1.8831775188446045, q_loss : 0.08281868696212769
274/20000, episode_reward : 18, episode_length : 13, CTR : 0.6153846153846154, a_loss : -2.831454277038574, q_loss : 0.11992675065994263
275/20000, episode_reward : 19, episode_length : 12, CTR : 0.4166666666666667, a_loss : -2.8834550380706787, q_loss : 0.058444492518901825
276/20000, episode_reward : 6, episode_length : 5, CTR : 0.6, a_loss : -2.6807665824890137, q_loss : 0.06102956458926201
277/20000, episode_reward : 4, episode_length : 4, CTR : 0.75, a_loss : -2.528923988342285, q_loss : 0.05948951095342636
278/20000, episode_reward : 26, episode_length : 8, CTR : 0.75, a_loss : -3.1021690368652344, q_loss : 0.08357559889554977
279/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -3.005377769470215, q_loss : 0.11784231662750244
280/20000, episode_reward : 42, episode_length : 27, CTR : 0.5555555555555556, a_loss : -3.00492000579834, q_loss : 0.08302623778581619
281/20000, episode_reward : 52, episode_length : 36, CTR : 0.5, a_loss : -2.9253294467926025, q_loss : 0.07968324422836304
282/20000, episode_reward : 16, episode_length : 20, CTR : 0.4, a_loss : -2.9983561038970947, q_loss : 0.04855569452047348
283/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -2.6467766761779785, q_loss : 0.06463047116994858
284/20000, episode_reward : 7, episode_length : 6, CTR : 0.3333333333333333, a_loss : -2.910653591156006, q_loss : 0.0642828494310379
285/20000, episode_reward : 5, episode_length : 2, CTR : 0.5, a_loss : -3.6061482429504395, q_loss : 0.12412608414888382
286/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -2.8190159797668457, q_loss : 0.06208958849310875
287/20000, episode_reward : 10, episode_length : 3, CTR : 1.0, a_loss : -2.8357393741607666, q_loss : 0.0709378570318222
288/20000, episode_reward : 8, episode_length : 9, CTR : 0.3333333333333333, a_loss : -3.154545307159424, q_loss : 0.04236568883061409
289/20000, episode_reward : 5, episode_length : 3, CTR : 0.3333333333333333, a_loss : -3.077251672744751, q_loss : 0.05286875739693642
290/20000, episode_reward : 5, episode_length : 3, CTR : 1.0, a_loss : -2.6418583393096924, q_loss : 0.045871589332818985
291/20000, episode_reward : 14, episode_length : 4, CTR : 1.0, a_loss : -2.5828428268432617, q_loss : 0.029464252293109894
292/20000, episode_reward : 9, episode_length : 9, CTR : 0.3333333333333333, a_loss : -2.848447322845459, q_loss : 0.048183463513851166
293/20000, episode_reward : 13, episode_length : 5, CTR : 0.6, a_loss : -3.0284183025360107, q_loss : 0.06925760954618454
294/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -3.4380509853363037, q_loss : 0.09663061052560806
295/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -3.0432891845703125, q_loss : 0.0436212420463562
296/20000, episode_reward : 14, episode_length : 11, CTR : 0.45454545454545453, a_loss : -3.6146655082702637, q_loss : 0.11084192991256714
297/20000, episode_reward : 8, episode_length : 8, CTR : 0.5, a_loss : -3.2338788509368896, q_loss : 0.07627774775028229
298/20000, episode_reward : 9, episode_length : 2, CTR : 1.0, a_loss : -3.256834030151367, q_loss : 0.07730977237224579
299/20000, episode_reward : 20, episode_length : 12, CTR : 0.5833333333333334, a_loss : -3.651824951171875, q_loss : 0.05829648673534393
300/20000, episode_reward : 3, episode_length : 3, CTR : 0.6666666666666666, a_loss : -3.757068634033203, q_loss : 0.06604772061109543
301/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -3.190782070159912, q_loss : 0.0744720846414566
302/20000, episode_reward : 114, episode_length : 75, CTR : 0.5066666666666667, a_loss : -4.331864356994629, q_loss : 0.08486920595169067
303/20000, episode_reward : 9, episode_length : 6, CTR : 0.6666666666666666, a_loss : -3.569159507751465, q_loss : 0.08187677711248398
304/20000, episode_reward : 12, episode_length : 8, CTR : 0.625, a_loss : -3.2234606742858887, q_loss : 0.047960665076971054
305/20000, episode_reward : 2, episode_length : 3, CTR : 0.3333333333333333, a_loss : -3.3558855056762695, q_loss : 0.05916636809706688
306/20000, episode_reward : 13, episode_length : 9, CTR : 0.5555555555555556, a_loss : -3.7457754611968994, q_loss : 0.05999108403921127
307/20000, episode_reward : 14, episode_length : 9, CTR : 0.6666666666666666, a_loss : -3.3954343795776367, q_loss : 0.09931230545043945
308/20000, episode_reward : 38, episode_length : 16, CTR : 0.625, a_loss : -3.6123344898223877, q_loss : 0.08669233322143555
309/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -3.9789209365844727, q_loss : 0.058043938130140305
310/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -4.342617034912109, q_loss : 0.07383012771606445
311/20000, episode_reward : 6, episode_length : 3, CTR : 0.6666666666666666, a_loss : -3.763031005859375, q_loss : 0.06524515897035599
312/20000, episode_reward : 37, episode_length : 18, CTR : 0.6666666666666666, a_loss : -4.2679643630981445, q_loss : 0.07642520219087601
313/20000, episode_reward : 4, episode_length : 4, CTR : 0.25, a_loss : -3.6260008811950684, q_loss : 0.06444913148880005
314/20000, episode_reward : 17, episode_length : 7, CTR : 0.8571428571428571, a_loss : -4.20345401763916, q_loss : 0.07817848771810532
315/20000, episode_reward : 5, episode_length : 4, CTR : 0.25, a_loss : -4.221131801605225, q_loss : 0.07657991349697113
316/20000, episode_reward : 21, episode_length : 9, CTR : 0.8888888888888888, a_loss : -4.555649280548096, q_loss : 0.08650606870651245
317/20000, episode_reward : 8, episode_length : 5, CTR : 1.0, a_loss : -3.703665256500244, q_loss : 0.12381821125745773
318/20000, episode_reward : 2, episode_length : 3, CTR : 0.3333333333333333, a_loss : -4.273900985717773, q_loss : 0.10497482866048813
319/20000, episode_reward : 56, episode_length : 32, CTR : 0.5625, a_loss : -4.1600799560546875, q_loss : 0.05381407216191292
320/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -4.0624213218688965, q_loss : 0.04760818928480148
321/20000, episode_reward : 4, episode_length : 1, CTR : 1.0, a_loss : -4.069146156311035, q_loss : 0.1125604659318924
322/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -3.62453556060791, q_loss : 0.039780378341674805
323/20000, episode_reward : 3, episode_length : 4, CTR : 0.5, a_loss : -3.553739547729492, q_loss : 0.10331188142299652
324/20000, episode_reward : 36, episode_length : 14, CTR : 0.6428571428571429, a_loss : -3.970154285430908, q_loss : 0.07279865443706512
325/20000, episode_reward : 6, episode_length : 6, CTR : 0.6666666666666666, a_loss : -4.641608238220215, q_loss : 0.13637687265872955
326/20000, episode_reward : 11, episode_length : 4, CTR : 0.75, a_loss : -4.0353593826293945, q_loss : 0.10037395358085632
327/20000, episode_reward : 6, episode_length : 2, CTR : 1.0, a_loss : -3.5568456649780273, q_loss : 0.06324025988578796
328/20000, episode_reward : 4, episode_length : 2, CTR : 0.5, a_loss : -3.83482027053833, q_loss : 0.05542633682489395
329/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -3.248365879058838, q_loss : 0.05217050015926361
330/20000, episode_reward : 36, episode_length : 21, CTR : 0.6190476190476191, a_loss : -3.7347850799560547, q_loss : 0.09764468669891357
331/20000, episode_reward : 38, episode_length : 27, CTR : 0.5185185185185185, a_loss : -3.8271732330322266, q_loss : 0.1140243262052536
332/20000, episode_reward : 5, episode_length : 2, CTR : 1.0, a_loss : -4.51985502243042, q_loss : 0.08099512755870819
333/20000, episode_reward : 18, episode_length : 19, CTR : 0.3684210526315789, a_loss : -4.1199750900268555, q_loss : 0.07392071932554245
334/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -4.335966110229492, q_loss : 0.09425503015518188
335/20000, episode_reward : 18, episode_length : 14, CTR : 0.5, a_loss : -4.531366348266602, q_loss : 0.06821507960557938
336/20000, episode_reward : 6, episode_length : 6, CTR : 0.6666666666666666, a_loss : -4.399480819702148, q_loss : 0.08431442081928253
337/20000, episode_reward : 5, episode_length : 2, CTR : 1.0, a_loss : -3.9419329166412354, q_loss : 0.062491316348314285
338/20000, episode_reward : 4, episode_length : 5, CTR : 0.2, a_loss : -4.246392726898193, q_loss : 0.08148590475320816
339/20000, episode_reward : 18, episode_length : 6, CTR : 0.8333333333333334, a_loss : -4.525995254516602, q_loss : 0.06436675786972046
340/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -4.709010601043701, q_loss : 0.08547353744506836
341/20000, episode_reward : 5, episode_length : 6, CTR : 0.5, a_loss : -4.640814781188965, q_loss : 0.049247756600379944
342/20000, episode_reward : 11, episode_length : 3, CTR : 0.6666666666666666, a_loss : -4.408873081207275, q_loss : 0.04863292723894119
343/20000, episode_reward : 10, episode_length : 13, CTR : 0.38461538461538464, a_loss : -4.707181930541992, q_loss : 0.1023561954498291
344/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -4.822000503540039, q_loss : 0.05488671362400055
345/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -4.586243629455566, q_loss : 0.05740952491760254
346/20000, episode_reward : 13, episode_length : 14, CTR : 0.42857142857142855, a_loss : -4.180054664611816, q_loss : 0.03688175231218338
347/20000, episode_reward : 5, episode_length : 4, CTR : 0.75, a_loss : -4.507213115692139, q_loss : 0.06226810812950134
348/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -4.486204624176025, q_loss : 0.07067003846168518
349/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -5.007528305053711, q_loss : 0.07373008877038956
350/20000, episode_reward : 3, episode_length : 3, CTR : 0.6666666666666666, a_loss : -5.100550651550293, q_loss : 0.10635408759117126
351/20000, episode_reward : 88, episode_length : 46, CTR : 0.6956521739130435, a_loss : -4.303029537200928, q_loss : 0.033536773175001144
352/20000, episode_reward : 4, episode_length : 3, CTR : 0.6666666666666666, a_loss : -4.726584434509277, q_loss : 0.07213818281888962
353/20000, episode_reward : 24, episode_length : 15, CTR : 0.4666666666666667, a_loss : -4.978147506713867, q_loss : 0.06738690286874771
354/20000, episode_reward : 7, episode_length : 9, CTR : 0.6666666666666666, a_loss : -4.981600761413574, q_loss : 0.12716476619243622
355/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -5.174445629119873, q_loss : 0.09164894372224808
356/20000, episode_reward : 13, episode_length : 10, CTR : 0.6, a_loss : -4.841066360473633, q_loss : 0.0959128737449646
357/20000, episode_reward : 16, episode_length : 18, CTR : 0.3888888888888889, a_loss : -5.054145812988281, q_loss : 0.16681793332099915
